序号,单词,音标,基本释义,详细释义,英文释义,例句,例句释义
1319,academic,[??k??dem?k],学术的,adj. 学术的；学院的，大学的；  n. 学者,good at subjects involving a lot of reading and studying,"This academic meeting includes scholars, professors, and PhD students.",参加此次学术会议的有学者、教授和博士生。
1320,Internet,[??nt?net],互联网,n. 因特网,,We can get news on the Internet.,我们可以在互联网上获取新闻。
1321,healthy,[?helθi],健康,adj. 健康的；有益健康的,having good health and not likely to become ill/sick,She is a healthy person because she eats a lot of vegetables.,她是个身体健康的人，因为她吃很多蔬菜。
1322,negative,[?neg?t?v],消极的,adj.消极的，负面的；  n.否定,bad or harmful; considering only the bad side of something/somebody; lacking enthusiasm or hope,He received too many negative comments from others.,他收到了太多负面的评价。
1323,following,[?f?l????],下列的,prep.随后，在…以后,that is/are going to be mentioned next,"Following the beach volleyball, there will be a party.",沙滩排球之后将会有一场派对。
1324,historical,[h??st?r?kl],历史,adj.历史的，有关历史的,,This book is all about historical buildings in China.,这是一本关于中国历史建筑的书。
1325,medicine,[?medsn],药品,n.药；医学,"a substance, especially a liquid that you drink or swallow in order to cure an illness; the study and treatment of diseases and injuries",He was given medicine from the doctor to help him cure his disease.,医生给了他一些药来治病。
1326,tour,[t??(r)],旅游,v.旅游；做巡回演出；  n.巡游,"to travel around a place, for example on holiday/vacation, or to perform, to advertise something, etc.",The family is planning to tour around the world together.,这家人正计划一起环游世界。
1327,depend,[d??pend],依靠,vi.依靠,"to rely on somebody/something and be able to trust them; (not usually used in the progressive tenses) to need money, help, etc. from somebody/something else for a particular purpose; (not used in the progressive tenses) to be affected or decided by something",Sometimes people have to depend on others for help.,有时候，人们需要依赖他人的帮助。
1328,photo,[?f??t??],照片,n. 照片，相片,a picture of a person or scene in the form of a print or transparent slide; recorded by a camera on light-sensitive material,"Smile please, I am taking a photo of you.",请笑一笑，我在给你拍照片呢。
1329,finding,[?fa?nd??],发现,n. 发现，调查的结果,information that is discovered as the result of research into something,Her finding is beneficial to the medical field.,她的发现对医学领域大有裨益。
1330,grab,[gr?b],抓住,vt.抓住，抓取；  n.抓取,"to take or hold somebody/something with your hand suddenly, firmly or roughly; to try to take hold of something",Babies love to grab your fingers.,婴儿喜欢抓住你的手指。
1331,direct,[d??rekt],直接的,adj.笔直的；直达的；（联系等）直接的；  vt.指导，引导；  adv.直接地，径直地,"happening or done without involving other people, actions, etc. in between; going in the straightest line between two places without stopping or changing direction",The road in the middle is more direct than the others.,中间这条路比其他两条更直。
1332,classroom,[?klɑ:sru:m],课堂,n. 教室，课堂,"a room where classes are taught in a school, college, or university",Students can have lessons in classrooms.,学生们可以在教室里上课。
1333,contact,[?k?nt?kt],接触,v. 联系；  n. 联系,"to communicate with somebody, for example by telephone or letter",Please contact me by phone or email.,请通过电话或电子邮件与我联系。
1334,justice,[?d??st?s],正义,n.公平；应得的赏罚,the quality of being fair or reasonable,Everyone can seek justice in court.,每个人都可以在法庭上寻求公正。
1335,participate,[pɑ:?t?s?pe?t],参加,vi.参与，加入,to take part in or become involved in an activity,The girl participates in the group discussion.,这个女孩儿加入了小组讨论。
1336,daily,[?de?li],日常的,adj. 每日的，日常的；  n. 日报,"happening, done or produced every day; connected with one day’s work",I like to read the daily paper every morning.,我喜欢在每天早上读日报。
1337,fair,[fe?(r)],公平的,adj.合理的，公平的；相当的，尚好的；  n.集市，交易会,agreeing with what is thought to be right or acceptable,"Compared to that on the left, the drink on the right is being sold at a fair price.",相比左边的饮料，右边的饮料售价更合理。
1338,pair,[pe?(r)],一对儿,n.一对；  v.（使）成对，配对,"two things of the same type, especially when they are used or worn together",A pair of parrots will be happier than a lonely one.,一对鹦鹉会比一只鹦鹉要幸福。
1339,famous,[?fe?m?s],著名的,adj.著名的,known about by many people,She is a famous singer and has many fans.,她是著名歌手，有很多粉丝。
1340,exercise,[?eks?sa?z],锻炼,n.操练，运动；  vt.锻炼,physical activity that is done in order to become stronger and healthier,Exercise is the key to good health.,锻炼是保持健康的关键。
1341,knee,[ni:],膝盖,n.膝盖,the joint that bends at the middle of your leg,The woman hurt her knee while running.,那个女人跑步的时候弄伤了膝盖。
1342,flower,[?fla??(r)],花,n.花，花卉；  v.开花,"part of a plant from which the seed or fruit develops, often brightly coloured and lasting only a short time",There are colorful flowers in that place.,那里有五颜六色的花。
1343,tape,[te?p],磁带,n.胶带；磁带；  vt.用胶带粘贴；录音,a long narrow strip of material with a sticky substance on one side that is used for sticking things together,You can stick some tape to the wall to protect it while we paint.,在墙上贴胶带可以在刷漆的时候对墙面起到保护作用。
1344,hire,[?ha??(r)],雇佣,v.雇用；租用；  n.雇用；租用，租借；租金,to give somebody a job,He is so glad that he has been hired for the job.,他很高兴自己被雇用做这份工作。
1345,familiar,[f??m?li?(r)],熟悉的,adj.熟悉的；不拘礼节的；亲密的；随便的；  n.密友；常客；高级官吏的家属,well known to you; often seen or heard and therefore easy to recognize,His owner's voice is very familiar to the dog.,狗对他主人的声音很熟悉。
1346,appropriate,[??pr??pri?t],合适的,adj.合适的，适当的；  v.私占,"suitable, acceptable or correct for the particular circumstances",A gentle handshake is appropriate when greeting someone for the first time.,第一次和人打招呼时，温和的握手比较合适。
1347,supply,[s??pla?],供应,vt.供应，供给；  n.供应（量）；（复数）补给品,an amount of something that is provided or available to be used,The water tower is supplying water for local families.,这座水塔为当地的家庭供水。
1348,fully,[?f?li],完全,adv. 完全地,to the greatest degree or extent; completely or entirely; (`full' in this sense is used as a combining form),This ship is fully loaded.,这艘船已完全满载。
1349,actor,[??kt?(r)],演员,n. 演员，男演员,"a person who performs on the stage, on television or in films/movies, especially as a profession",An actor has to be able to show different expressions.,演员必须能展现出不同的表情。
1350,birth,[b?:θ],出生,n. 分娩，出生,the time when a baby comes out from the body of its mother,"With the doctor's help, the mother gave birth to a baby.",在医生的帮助下，这位母亲顺利产下一个婴儿。
1351,search,[s?:t?],搜索,v.搜索；  n.探求,to look carefully for something/somebody; to examine a particular place when looking for somebody/something,The police is searching for the jewel thief.,警察正在搜寻珠宝大盗。
1352,tie,[ta?],领带,n.领带；  v.打成平局,"a long narrow piece of cloth worn around the neck, especially by men, with a knot in front",He puts on his tie before going to work.,他去上班之前会系上领带。
1353,democracy,[d??m?kr?si],民主,n. 民主制度；民主国家；民主主义；民众,a system of government in which all the people of a country can vote to elect their representatives,"Under the policy of democracy, everyone has the right to vote.",在民主制度的体制下，每个人都有投票的权利。
